aqi,pm2.5,pm10,no2,so2,co,o3,objectid,measurement,accession_number,latitude,longitude,x,y,pollutant_concentration_mg_kg,soil_ph,temperature_c,humidity_%,rainfall_mm,soil_organic_matter_%,pollution_index,risk_score,risk_score_norm
59.0,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,,51.723333333333336,51.723333333333336,0.07249466950959488
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
42.0,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,,36.82,36.82,0.036247334754797446
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
48.0,26.4,51.84,39.84,54.72,0.5,45.6,,,,,,,,,,,,,,42.080000000000005,42.080000000000005,0.0490405117270789
42.0,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,,36.82,36.82,0.036247334754797446
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
41.0,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,,35.943333333333335,35.943333333333335,0.03411513859275054
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
55.0,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,,48.21666666666667,48.21666666666667,0.06396588486140725
52.0,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,,45.586666666666666,45.586666666666666,0.057569296375266525
63.0,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,,55.23,55.23,0.0810234541577825
51.0,28.05,55.08,42.33,58.14,0.54,48.45,,,,,,,,,,,,,,44.71,44.71,0.05543710021321962
53.0,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,,46.46333333333334,46.46333333333334,0.059701492537313446
42.0,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,,36.82,36.82,0.036247334754797446
52.0,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,,45.586666666666666,45.586666666666666,0.057569296375266525
53.0,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,,46.46333333333334,46.46333333333334,0.059701492537313446
55.0,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,,48.21666666666667,48.21666666666667,0.06396588486140725
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
58.0,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,,50.84666666666667,50.84666666666667,0.070362473347548
58.0,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,,50.84666666666667,50.84666666666667,0.070362473347548
63.0,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,,55.23,55.23,0.0810234541577825
67.0,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,,58.73666666666666,58.73666666666666,0.08955223880597013
77.0,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,,67.50333333333333,67.50333333333333,0.11087420042643922
74.0,40.7,79.92,61.42,84.36,0.78,70.3,,,,,,,,,,,,,,64.87333333333333,64.87333333333333,0.1044776119402985
57.0,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,,49.97,49.97,0.06823027718550106
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
40.0,22.0,43.2,33.2,45.6,0.42,38.0,,,,,,,,,,,,,,35.06666666666667,35.06666666666667,0.03198294243070363
34.0,18.7,36.72,28.22,38.76,0.36,32.3,,,,,,,,,,,,,,29.80666666666667,29.80666666666667,0.01918976545842218
38.0,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,,33.31333333333333,33.31333333333333,0.027718550106609806
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
56.0,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,,49.093333333333334,49.093333333333334,0.06609808102345416
67.0,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,,58.73666666666666,58.73666666666666,0.08955223880597013
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
43.0,23.65,46.44,35.69,49.02,0.45,40.85,,,,,,,,,,,,,,37.696666666666665,37.696666666666665,0.03837953091684435
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
37.0,20.35,39.96,30.71,42.18,0.39,35.15,,,,,,,,,,,,,,32.43666666666667,32.43666666666667,0.0255863539445629
41.0,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,,35.943333333333335,35.943333333333335,0.03411513859275054
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
51.0,28.05,55.08,42.33,58.14,0.54,48.45,,,,,,,,,,,,,,44.71,44.71,0.05543710021321962
54.0,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,,47.34,47.34,0.06183368869936035
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
72.0,39.6,77.76,59.76,82.08,0.76,68.4,,,,,,,,,,,,,,63.120000000000005,63.120000000000005,0.10021321961620469
68.0,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,,59.61333333333334,59.61333333333334,0.09168443496801706
70.0,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,,61.36666666666667,61.36666666666667,0.09594882729211088
65.0,35.75,70.2,53.95,74.1,0.68,61.75,,,,,,,,,,,,,,56.98333333333333,56.98333333333333,0.08528784648187632
56.0,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,,49.093333333333334,49.093333333333334,0.06609808102345416
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
61.0,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,,53.47666666666667,53.47666666666667,0.07675906183368869
52.0,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,,45.586666666666666,45.586666666666666,0.057569296375266525
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
60.0,33.0,64.8,49.8,68.4,0.63,57.0,,,,,,,,,,,,,,52.6,52.6,0.07462686567164178
61.0,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,,53.47666666666667,53.47666666666667,0.07675906183368869
67.0,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,,58.73666666666666,58.73666666666666,0.08955223880597013
60.0,33.0,64.8,49.8,68.4,0.63,57.0,,,,,,,,,,,,,,52.6,52.6,0.07462686567164178
57.0,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,,49.97,49.97,0.06823027718550106
59.0,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,,51.723333333333336,51.723333333333336,0.07249466950959488
59.0,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,,51.723333333333336,51.723333333333336,0.07249466950959488
56.0,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,,49.093333333333334,49.093333333333334,0.06609808102345416
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
61.0,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,,53.47666666666667,53.47666666666667,0.07675906183368869
45.0,24.75,48.6,37.35,51.3,0.47,42.75,,,,,,,,,,,,,,39.449999999999996,39.449999999999996,0.04264392324093815
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
49.0,26.95,52.92,40.67,55.86,0.51,46.55,,,,,,,,,,,,,,42.95666666666667,42.95666666666667,0.051172707889125806
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
43.0,23.65,46.44,35.69,49.02,0.45,40.85,,,,,,,,,,,,,,37.696666666666665,37.696666666666665,0.03837953091684435
54.0,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,,47.34,47.34,0.06183368869936035
39.0,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,,34.19,34.19,0.029850746268656712
36.0,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,,31.560000000000002,31.560000000000002,0.023454157782515993
36.0,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,,31.560000000000002,31.560000000000002,0.023454157782515993
37.0,20.35,39.96,30.71,42.18,0.39,35.15,,,,,,,,,,,,,,32.43666666666667,32.43666666666667,0.0255863539445629
41.0,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,,35.943333333333335,35.943333333333335,0.03411513859275054
39.0,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,,34.19,34.19,0.029850746268656712
45.0,24.75,48.6,37.35,51.3,0.47,42.75,,,,,,,,,,,,,,39.449999999999996,39.449999999999996,0.04264392324093815
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
47.0,25.85,50.76,39.01,53.58,0.49,44.65,,,,,,,,,,,,,,41.203333333333326,41.203333333333326,0.046908315565031965
39.0,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,,34.19,34.19,0.029850746268656712
49.0,26.95,52.92,40.67,55.86,0.51,46.55,,,,,,,,,,,,,,42.95666666666667,42.95666666666667,0.051172707889125806
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
66.0,36.3,71.28,54.78,75.24,0.69,62.7,,,,,,,,,,,,,,57.85999999999999,57.85999999999999,0.08742004264392322
66.0,36.3,71.28,54.78,75.24,0.69,62.7,,,,,,,,,,,,,,57.85999999999999,57.85999999999999,0.08742004264392322
40.0,22.0,43.2,33.2,45.6,0.42,38.0,,,,,,,,,,,,,,35.06666666666667,35.06666666666667,0.03198294243070363
45.0,24.75,48.6,37.35,51.3,0.47,42.75,,,,,,,,,,,,,,39.449999999999996,39.449999999999996,0.04264392324093815
58.0,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,,50.84666666666667,50.84666666666667,0.070362473347548
60.0,33.0,64.8,49.8,68.4,0.63,57.0,,,,,,,,,,,,,,52.6,52.6,0.07462686567164178
44.0,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,,38.57333333333333,38.57333333333333,0.040511727078891245
54.0,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,,47.34,47.34,0.06183368869936035
32.0,17.6,34.56,26.56,36.48,0.34,30.4,,,,,,,,,,,,,,28.05333333333333,28.05333333333333,0.014925373134328353
29.0,15.95,31.32,24.07,33.06,0.3,27.55,,,,,,,,,,,,,,25.423333333333336,25.423333333333336,0.00852878464818764
33.0,18.15,35.64,27.39,37.62,0.35,31.35,,,,,,,,,,,,,,28.929999999999996,28.929999999999996,0.01705756929637526
28.0,15.4,30.24,23.24,31.92,0.29,26.6,,,,,,,,,,,,,,24.546666666666667,24.546666666666667,0.0063965884861407266
37.0,20.35,39.96,30.71,42.18,0.39,35.15,,,,,,,,,,,,,,32.43666666666667,32.43666666666667,0.0255863539445629
60.0,33.0,64.8,49.8,68.4,0.63,57.0,,,,,,,,,,,,,,52.6,52.6,0.07462686567164178
55.0,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,,48.21666666666667,48.21666666666667,0.06396588486140725
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
82.0,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,,71.88666666666667,71.88666666666667,0.12153518123667378
102.0,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,,89.42,89.42,0.16417910447761194
91.0,50.05,98.28,75.53,103.74,0.96,86.45,,,,,,,,,,,,,,79.77666666666667,79.77666666666667,0.14072494669509594
124.0,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,,108.70666666666666,108.70666666666666,0.21108742004264391
64.0,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,,56.10666666666666,56.10666666666666,0.08315565031982941
88.0,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,,77.14666666666666,77.14666666666666,0.1343283582089552
106.0,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,,92.92666666666668,92.92666666666668,0.1727078891257996
116.0,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,,101.69333333333334,101.69333333333334,0.1940298507462687
109.0,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,,95.55666666666666,95.55666666666666,0.1791044776119403
116.0,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,,101.69333333333334,101.69333333333334,0.1940298507462687
106.0,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,,92.92666666666668,92.92666666666668,0.1727078891257996
106.0,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,,92.92666666666668,92.92666666666668,0.1727078891257996
146.0,80.3,157.68,121.18,166.44,1.53,138.7,,,,,,,,,,,,,,127.99333333333334,127.99333333333334,0.2579957356076759
142.0,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,,124.48666666666668,124.48666666666668,0.2494669509594883
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
56.0,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,,49.093333333333334,49.093333333333334,0.06609808102345416
50.0,27.5,54.0,41.5,57.0,0.53,47.5,,,,,,,,,,,,,,43.833333333333336,43.833333333333336,0.05330490405117271
71.0,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,,62.24333333333334,62.24333333333334,0.09808102345415778
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
56.0,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,,49.093333333333334,49.093333333333334,0.06609808102345416
92.0,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,,80.65333333333332,80.65333333333332,0.14285714285714282
104.0,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,,91.17333333333333,91.17333333333333,0.16844349680170576
112.0,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,,98.18666666666667,98.18666666666667,0.18550106609808104
89.0,48.95,96.12,73.87,101.46,0.93,84.55,,,,,,,,,,,,,,78.02333333333333,78.02333333333333,0.1364605543710021
76.0,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,,66.62666666666667,66.62666666666667,0.10874200426439232
65.0,35.75,70.2,53.95,74.1,0.68,61.75,,,,,,,,,,,,,,56.98333333333333,56.98333333333333,0.08528784648187632
43.0,23.65,46.44,35.69,49.02,0.45,40.85,,,,,,,,,,,,,,37.696666666666665,37.696666666666665,0.03837953091684435
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
71.0,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,,62.24333333333334,62.24333333333334,0.09808102345415778
71.0,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,,62.24333333333334,62.24333333333334,0.09808102345415778
109.0,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,,95.55666666666666,95.55666666666666,0.1791044776119403
71.0,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,,62.24333333333334,62.24333333333334,0.09808102345415778
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
75.0,41.25,81.0,62.25,85.5,0.79,71.25,,,,,,,,,,,,,,65.75,65.75,0.10660980810234541
92.0,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,,80.65333333333332,80.65333333333332,0.14285714285714282
109.0,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,,95.55666666666666,95.55666666666666,0.1791044776119403
138.0,75.9,149.04,114.54,157.32,1.45,131.1,,,,,,,,,,,,,,120.98,120.98,0.24093816631130066
132.0,72.6,142.56,109.56,150.48,1.39,125.4,,,,,,,,,,,,,,115.71999999999998,115.71999999999998,0.22814498933901917
115.0,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,,100.81666666666666,100.81666666666666,0.19189765458422173
139.0,76.45,150.12,115.37,158.46,1.46,132.05,,,,,,,,,,,,,,121.85666666666667,121.85666666666667,0.24307036247334757
151.0,83.05,163.08,125.33,172.14,1.59,143.45,,,,,,,,,,,,,,132.37666666666667,132.37666666666667,0.26865671641791045
145.0,79.75,156.6,120.35,165.3,1.52,137.75,,,,,,,,,,,,,,127.11666666666667,127.11666666666667,0.255863539445629
135.0,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,,118.35000000000001,118.35000000000001,0.23454157782515994
192.0,105.6,207.36,159.36,218.88,2.02,182.4,,,,,,,,,,,,,,168.32000000000002,168.32000000000002,0.3560767590618337
207.0,113.85,223.56,171.81,235.98,2.17,196.65,,,,,,,,,,,,,,181.47000000000003,181.47000000000003,0.3880597014925374
202.0,111.1,218.16,167.66,230.28,2.12,191.9,,,,,,,,,,,,,,177.08666666666667,177.08666666666667,0.3773987206823028
205.0,112.75,221.4,170.15,233.7,2.15,194.75,,,,,,,,,,,,,,179.71666666666667,179.71666666666667,0.3837953091684435
180.0,99.0,194.4,149.4,205.2,1.89,171.0,,,,,,,,,,,,,,157.79999999999998,157.79999999999998,0.33049040511727074
172.0,94.6,185.76,142.76,196.08,1.81,163.4,,,,,,,,,,,,,,150.78666666666666,150.78666666666666,0.31343283582089554
205.0,112.75,221.4,170.15,233.7,2.15,194.75,,,,,,,,,,,,,,179.71666666666667,179.71666666666667,0.3837953091684435
184.0,101.2,198.72,152.72,209.76,1.93,174.8,,,,,,,,,,,,,,161.30666666666664,161.30666666666664,0.33901918976545836
171.0,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,,149.91,149.91,0.31130063965884863
153.0,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,,134.13,134.13,0.27292110874200426
163.0,89.65,176.04,135.29,185.82,1.71,154.85,,,,,,,,,,,,,,142.89666666666668,142.89666666666668,0.2942430703624734
190.0,104.5,205.2,157.7,216.6,2.0,180.5,,,,,,,,,,,,,,166.56666666666666,166.56666666666666,0.35181236673773986
211.0,116.05,227.88,175.13,240.54,2.22,200.45,,,,,,,,,,,,,,184.9766666666667,184.9766666666667,0.396588486140725
151.0,83.05,163.08,125.33,172.14,1.59,143.45,,,,,,,,,,,,,,132.37666666666667,132.37666666666667,0.26865671641791045
104.0,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,,91.17333333333333,91.17333333333333,0.16844349680170576
92.0,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,,80.65333333333332,80.65333333333332,0.14285714285714282
112.0,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,,98.18666666666667,98.18666666666667,0.18550106609808104
199.0,109.45,214.92,165.17,226.86,2.09,189.05,,,,,,,,,,,,,,174.45666666666668,174.45666666666668,0.37100213219616207
145.0,79.75,156.6,120.35,165.3,1.52,137.75,,,,,,,,,,,,,,127.11666666666667,127.11666666666667,0.255863539445629
174.0,95.7,187.92,144.42,198.36,1.83,165.3,,,,,,,,,,,,,,152.54,152.54,0.3176972281449893
206.0,113.3,222.48,170.98,234.84,2.16,195.7,,,,,,,,,,,,,,180.59333333333333,180.59333333333333,0.3859275053304904
174.0,95.7,187.92,144.42,198.36,1.83,165.3,,,,,,,,,,,,,,152.54,152.54,0.3176972281449893
206.0,113.3,222.48,170.98,234.84,2.16,195.7,,,,,,,,,,,,,,180.59333333333333,180.59333333333333,0.3859275053304904
215.0,118.25,232.2,178.45,245.1,2.26,204.25,,,,,,,,,,,,,,188.48333333333335,188.48333333333335,0.40511727078891263
185.0,101.75,199.8,153.55,210.9,1.94,175.75,,,,,,,,,,,,,,162.18333333333334,162.18333333333334,0.3411513859275053
99.0,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,,86.79,86.79,0.15778251599147122
133.0,73.15,143.64,110.39,151.62,1.4,126.35,,,,,,,,,,,,,,116.59666666666665,116.59666666666665,0.23027718550106607
191.0,105.05,206.28,158.53,217.74,2.01,181.45,,,,,,,,,,,,,,167.44333333333336,167.44333333333336,0.3539445628997868
175.0,96.25,189.0,145.25,199.5,1.84,166.25,,,,,,,,,,,,,,153.41666666666666,153.41666666666666,0.3198294243070362
161.0,88.55,173.88,133.63,183.54,1.69,152.95,,,,,,,,,,,,,,141.14333333333335,141.14333333333335,0.28997867803837957
166.0,91.3,179.28,137.78,189.24,1.74,157.7,,,,,,,,,,,,,,145.52666666666667,145.52666666666667,0.3006396588486141
197.0,108.35,212.76,163.51,224.58,2.07,187.15,,,,,,,,,,,,,,172.70333333333335,172.70333333333335,0.36673773987206826
203.0,111.65,219.24,168.49,231.42,2.13,192.85,,,,,,,,,,,,,,177.96333333333334,177.96333333333334,0.3795309168443497
213.0,117.15,230.04,176.79,242.82,2.24,202.35,,,,,,,,,,,,,,186.73,186.73,0.40085287846481876
212.0,116.6,228.96,175.96,241.68,2.23,201.4,,,,,,,,,,,,,,185.85333333333335,185.85333333333335,0.3987206823027719
245.0,134.75,264.6,203.35,279.3,2.57,232.75,,,,,,,,,,,,,,214.78333333333333,214.78333333333333,0.4690831556503199
280.0,154.0,302.4,232.4,319.2,2.94,266.0,,,,,,,,,,,,,,245.46666666666667,245.46666666666667,0.5437100213219617
244.0,134.2,263.52,202.52,278.16,2.56,231.8,,,,,,,,,,,,,,213.90666666666667,213.90666666666667,0.4669509594882729
183.0,100.65,197.64,151.89,208.62,1.92,173.85,,,,,,,,,,,,,,160.42999999999998,160.42999999999998,0.33688699360341146
162.0,89.1,174.96,134.46,184.68,1.7,153.9,,,,,,,,,,,,,,142.02,142.02,0.2921108742004265
153.0,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,,134.13,134.13,0.27292110874200426
197.0,108.35,212.76,163.51,224.58,2.07,187.15,,,,,,,,,,,,,,172.70333333333335,172.70333333333335,0.36673773987206826
147.0,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,,128.87,128.87,0.2601279317697228
198.0,108.9,213.84,164.34,225.72,2.08,188.1,,,,,,,,,,,,,,173.58,173.58,0.36886993603411516
243.0,133.65,262.44,201.69,277.02,2.55,230.85,,,,,,,,,,,,,,213.02999999999997,213.02999999999997,0.46481876332622596
201.0,110.55,217.08,166.83,229.14,2.11,190.95,,,,,,,,,,,,,,176.21,176.21,0.3752665245202559
221.0,121.55,238.68,183.43,251.94,2.32,209.95,,,,,,,,,,,,,,193.74333333333334,193.74333333333334,0.41791044776119407
211.0,116.05,227.88,175.13,240.54,2.22,200.45,,,,,,,,,,,,,,184.9766666666667,184.9766666666667,0.396588486140725
137.0,75.35,147.96,113.71,156.18,1.44,130.15,,,,,,,,,,,,,,120.10333333333334,120.10333333333334,0.23880597014925375
189.0,103.95,204.12,156.87,215.46,1.98,179.55,,,,,,,,,,,,,,165.69,165.69,0.34968017057569295
152.0,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,,133.25333333333333,133.25333333333333,0.27078891257995735
124.0,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,,108.70666666666666,108.70666666666666,0.21108742004264391
125.0,68.75,135.0,103.75,142.5,1.31,118.75,,,,,,,,,,,,,,109.58333333333333,109.58333333333333,0.21321961620469082
155.0,85.25,167.4,128.65,176.7,1.63,147.25,,,,,,,,,,,,,,135.88333333333333,135.88333333333333,0.2771855010660981
217.0,119.35,234.36,180.11,247.38,2.28,206.15,,,,,,,,,,,,,,190.23666666666668,190.23666666666668,0.40938166311300644
163.0,89.65,176.04,135.29,185.82,1.71,154.85,,,,,,,,,,,,,,142.89666666666668,142.89666666666668,0.2942430703624734
84.0,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,,73.64,73.64,0.1257995735607676
96.0,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,,84.16000000000001,84.16000000000001,0.1513859275053305
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
88.0,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,,77.14666666666666,77.14666666666666,0.1343283582089552
188.0,103.4,203.04,156.04,214.32,1.97,178.6,,,,,,,,,,,,,,164.8133333333333,164.8133333333333,0.347547974413646
210.0,115.5,226.8,174.3,239.4,2.21,199.5,,,,,,,,,,,,,,184.1,184.1,0.39445628997867804
193.0,106.15,208.44,160.19,220.02,2.03,183.35,,,,,,,,,,,,,,169.19666666666666,169.19666666666666,0.3582089552238806
229.0,125.95,247.32,190.07,261.06,2.4,217.55,,,,,,,,,,,,,,200.75666666666666,200.75666666666666,0.43496801705756927
174.0,95.7,187.92,144.42,198.36,1.83,165.3,,,,,,,,,,,,,,152.54,152.54,0.3176972281449893
195.0,107.25,210.6,161.85,222.3,2.05,185.25,,,,,,,,,,,,,,170.95000000000002,170.95000000000002,0.36247334754797444
171.0,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,,149.91,149.91,0.31130063965884863
188.0,103.4,203.04,156.04,214.32,1.97,178.6,,,,,,,,,,,,,,164.8133333333333,164.8133333333333,0.347547974413646
250.0,137.5,270.0,207.5,285.0,2.63,237.5,,,,,,,,,,,,,,219.16666666666666,219.16666666666666,0.47974413646055436
